IDText,Text,Text_Merged,Translated_Text
TXT0055,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesiajna,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang enggak bikin investor mikir dua kali untuk masuk indonesiajna,"The presidential duet pair, Vice President, Ganjar Pranowo and Prof. Mahfud MD are currently focused on making legal regulations that don't make investors think twice about entering Indonesia."
TXT0056,ganjar yakin bahwa dengan beasiswa kita dapat menciptakan generasi penerus yg unggul,ganjar yakin bahwa dengan beasiswa kita dapat menciptakan generasi penerus yang unggul,Ganjar is convinced that with scholarships we can create superior future generations.
TXT0057,lagi ngomongin jokowi ya di bantu jadi gubernur jkt lewat prabowo ya,lagi mengomongkan jokowi ya di bantu jadi gubernur jakarta lewat prabowo ya,"We're talking about Jokowi being helped to become governor of Jakarta by Prabowo, right?"
TXT0058,dalam acara konsolidasi hari menuju kemenangan ganjarmahfud selaku cawapres yakni mahfud md berkomitmen akn hadirkn program unggulan demi terwujudnya kesejahteraan rakyat indonesia dan menariknya program yg dibw ganjarmahfud lebih membawa kemaslahatan re bungkustukang,dalam acara konsolidasi hari menuju kemenangan ganjarmahfud selaku cawapres yakni mahfud md berkomitmen akan hadirkn program unggulan demi terwujudnya kesejahteraan rakyat indonesia dan menariknya program yang dibw ganjarmahfud lebih membawa kemaslahatan re bungkustukang,"In the consolidation event of the day towards Ganjar Mahfud's victory as vice presidential candidate, Mahfud MD, he committed to presenting superior programs to realize the welfare of the Indonesian people and interestingly, the programs brought by Ganjar Mahfud bring more benefits to the people of the area."
TXT0059,kalo kata pak prabowo tidak perlu menjatuhkan agar terlihat lebih unggul paling pas,kalo kata pak prabowo tidak perlu menjatuhkan agar terlihat lebih unggul paling pas,"If Mr Prabowo says there is no need to bring someone down to appear superior, that's most appropriate."
TXT0060,menjawab bukan tidak terbukti tidak diadili dan tidak diungkap terbukti sudah ada putusan dkpdewan kehormatan perwira berisi pemecatan prabowo subianto dan dinyatakan bersalah atas pelanggaran ham setelah dipecat dan mau diadili beliau kabur ke jordania,menjawab bukan tidak terbukti tidak diadili dan tidak diungkap terbukti sudah ada putusan dkpdewan kehormatan perwira berisi pemecatan prabowo subianto dan dinyatakan bersalah atas pelanggaran ham setelah dipecat dan mau diadili beliau kabur ke jordania,"answering no, not proven, not tried and not revealed, proven, there has been a decision by the DKP/Officer's Honorary Council containing the dismissal of Prabowo Subianto and he was found guilty of human rights violations, after being dismissed and about to be tried, he fled to Jordan"
TXT0061,aku nangis bangettt di bagian ini janji yang udah direalisasikan oleh anies malah dihalanghalangi oleh pj gubernur enggak tau tujuannya apa tapi yang menderita ya rakyat kecil re dayatpiliang,aku menangis banget di bagian ini janji yang sudah direalisasikan oleh anies malah dihalanghalangi oleh pj gubernur enggak tau tujuannya apa tapi yang menderita ya rakyat kecil re dayatpiliang,"I cried a lot at this part, the promise that Anies had realized was actually obstructed by the acting governor. I don't know what his goal was, but the people of Dayatpiliang are the ones who suffer."
TXT0062,umur alutsista itu nggak sama dengan modernisasi yang bisa dilakukan prabowo miss his shot ada alasan kenapa  dan  bisa beroperasi tahun hingga masa depan kenapa mereka bisa beroperasi selama itu ya karena emang ada supportnya dan ada program overhaul kalau kita namanya mlu midlife upgrade disitu dimana overhaul airframe itu ada entah untuk sekedar nambal atau ganti dengan mesin yang selalu bisa diswap bukan masalah besar terakhir prabowo juga gagal menyebubkan gimana transisi dari alutsista rusia menuju barat bisa memberikan kemudahan dan bahkan kesejahteraan kepada tni re kentlavis,umur alutsista itu enggak sama dengan modernisasi yang bisa dilakukan prabowo miss his shot ada alasan kenapa dan bisa beroperasi tahun hingga masa depan kenapa mereka bisa beroperasi selama itu ya karena memang ada supportnya dan ada program overhaul kalau kita namanya melulu midlife upgrade disitu dimana overhaul airframe itu ada entah untuk sekedar nambal atau ganti dengan mesin yang selalu bisa diswap bukan masalah besar terakhir prabowo juga gagal menyebubkan bagaimana transisi dari alutsista rusia menuju barat bisa memberikan kemudahan dan bahkan kesejahteraan kepada tni re kentlavis,"The age of the defense equipment is not the same as the modernization that can be done, Prabowo missed his shot, there is a reason why and can operate for years until the future, why can they operate for that long, yes, because there is support and there is an overhaul program, if we call it a midlife upgrade, there is an airframe overhaul, whether it is just to patch or replace with an engine that can always be swapped, it is not a big problem, finally Prabowo also failed to mention how the transition from Russian defense equipment to the West can provide convenience and even welfare to the TNI, Re Kentlavis"
TXT0063,pilpres pembuktian prabowo dan jokowi perhelatan pilpres menjadi sebuah pertaruhan dan pembuktian bagi prabowo dan jokowi bagi prabowo pilpres ini adalah kesempatan terbesarnya untuk menjadi presiden ri menggandeng gibran rakabuming prabowo pun mendapat dukungan penuh dari jokowi ya inilah kesempatan terbesar dan mungkin kesempatan terakhir prabowo bisa memenangkan pilpres lawan terbesar prabowo bukanlah anies baswedan maupun ganjar pranowo melainkan garis tangan prabowo berharap dengan menggandeng gibran dan didukung jokowi dia bisa menuliskan garis tangan barunya selain prabowo pilpres ini juga menjadi pembuktian jokowi ada yang sangat begitu meyakini jokowi akan menjadi kekuatan politik baru pasca berakhirnya masa berpolitik sesepuh politisi seperti megawati jusuf kalla surya paloh dan bahkan prabowo tentu kita tidak bisa melihat secara terangterangan jokowi mendukung prabowo namun yang pasti jokowi tidaklah mungkin tidak mendukung anaknya gibran yang adalah cawapres prabowo jokowi yang selama ini dinilai adalah sosok yang lebih besar dari pada pdi perjuangan dan megawati soekarnoputri akan menjadikan pilpres milestone politiknya sebuah titik untuk jokowi benarbenar akan menjadi kekuatan baru di kancah perpolitikan atau malah gagal dan menjadi gelandangan politik seperti amien rais usaha besarbesaran akan dilakukan untuk mencapai satusatunya kesempatan menang pilpres dengan kemenangan satu putaran karena kalau gagal satu putaran maka kemungkinan menang akan mengecil dan memberikan peluang lebih besar bagi lawan apalagi kalau lawannya adalah ganjar mahfud dalam beberapa waktu ke depan kita akan melihat situasisituasi yang tidak wajar yang tidak kredibel dan profesional dari penyelenggara pemilu dan bahkan ajaibnya bisa saja terjadi hal luar biasa di mahkamah konstitusi tapi sekuat apapun usaha yang dilakukan oleh prabowo dan jokowi saya percaya kalau garis tangan masih belum berpihak kepada prabowo maka kemenangan tidak akan pernah diraih saya cuma berharap nantinya saat keputusan tidak memberikan kemenangan kepada prabowo gibran tidak terjadi kerusuhan semoga kali ini prabowo bisa legowo dan belajar dari pilpres re paltiwest,pilpres pembuktian prabowo dan jokowi perhelatan pilpres menjadi sebuah pertaruhan dan pembuktian bagi prabowo dan jokowi bagi prabowo pilpres ini adalah kesempatan terbesarnya untuk menjadi presiden ri menggandeng gibran rakabuming prabowo pun mendapat dukungan penuh dari jokowi ya inilah kesempatan terbesar dan mungkin kesempatan terakhir prabowo bisa memenangkan pilpres lawan terbesar prabowo bukanlah anies baswedan maupun ganjar pranowo melainkan garis tangan prabowo berharap dengan menggandeng gibran dan didukung jokowi dia bisa menuliskan garis tangan barunya selain prabowo pilpres ini juga menjadi pembuktian jokowi ada yang sangat begitu meyakini jokowi akan menjadi kekuatan politik baru pasca berakhirnya masa berpolitik sesepuh politisi seperti megawati jusuf kalla surya paloh dan bahkan prabowo tentu kita tidak bisa melihat secara terangterangan jokowi mendukung prabowo namun yang pasti jokowi tidaklah mungkin tidak mendukung anaknya gibran yang adalah cawapres prabowo jokowi yang selama ini dinilai adalah sosok yang lebih besar dari pada pdi perjuangan dan megawati soekarnoputri akan menjadikan pilpres milestone politiknya sebuah titik untuk jokowi benarbenar akan menjadi kekuatan baru di kancah perpolitikan atau malah gagal dan menjadi gelandangan politik seperti amien rais usaha besarbesaran akan dilakukan untuk mencapai satusatunya kesempatan menang pilpres dengan kemenangan satu putaran karena kalau gagal satu putaran maka kemungkinan menang akan mengecil dan memberikan peluang lebih besar bagi lawan apalagi kalau lawannya adalah ganjar mahfud dalam beberapa waktu ke depan kita akan melihat situasisituasi yang tidak wajar yang tidak kredibel dan profesional dari penyelenggara pemilu dan bahkan ajaibnya bisa saja terjadi hal luar biasa di mahkamah konstitusi tapi sekuat apapun usaha yang dilakukan oleh prabowo dan jokowi saya percaya kalau garis tangan masih belum berpihak kepada prabowo maka kemenangan tidak akan pernah diraih saya cuma berharap nantinya saat keputusan tidak memberikan kemenangan kepada prabowo gibran tidak terjadi kerusuhan semoga kali ini prabowo bisa legowo dan belajar dari pilpres re paltiwest,"presidential election proves prabowo and jokowi the presidential election event is a gamble and proof for prabowo and jokowi for prabowo this presidential election is his biggest opportunity to become president of the republic of indonesia by partnering with gibran rakabuming prabowo also received full support from jokowi yes this is the biggest opportunity and maybe prabowo's last chance to win the presidential election prabowo's biggest opponent is not anies baswedan or ganjar pranowo but rather prabowo's handwriting hoping by partnering with gibran and being supported by jokowi he can write his new handwriting besides prabowo this presidential election is also proof of jokowi there are those who really believe jokowi will become a new political force after the end of the political era of senior politicians such as megawati jusuf kalla surya paloh and even prabowo of course we can't see jokowi openly supporting prabowo but what is certain is that jokowi will not possibly not support his son gibran who is prabowo's vice presidential candidate jokowi who has been considered a figure who is greater than pdi perjuangan and megawati Soekarnoputri will make the presidential election a milestone for her politics a point for Jokowi to truly become a new force in the political arena or even fail and become a political vagrant like Amien Rais. Massive efforts will be made to achieve the only chance to win the presidential election with a one-round victory because if you fail one round then the possibility of winning will be reduced and provide a greater opportunity for your opponent, especially if your opponent is Ganjar Mahfud. In the near future we will see unnatural situations that are not credible and professional from the election organizers and even miraculously something extraordinary could happen in the constitutional court, but no matter how hard Prabowo and Jokowi try, I believe that if the hand of fate is still not on Prabowo's side, victory will never be achieved. I just hope that later when the decision is made not to give victory to Prabowo Gibran, there will be no riots. Hopefully this time Prabowo can accept it and learn from the presidential election."
TXT0064,ada hal yang janggal dari post ini post nya berbau counter opini yg skrg lagi rame di papua ini akun pemerintah ya sattt kok bisa bisanya dipake buat nyebokin capres prabowo nya mana anjirrrr re setyoaji,ada hal yang janggal dari post ini post nya berbau counter opini yang sekarang lagi rame di papua ini akun pemerintah ya sattt kok bisa bisanya dipakai buat nyebokin capres prabowo nya mana anjir re setyoaji,"There is something odd about this post. The post has the feel of a counter opinion which is currently trending in Papua. This is a government account. How can it be used to promote presidential candidate Prabowo? What the hell, Re Setyoaji?"
